1,-73.94600644,-9.87760887,40,152,21,47,173,133,84,0
2,-73.98591039,-9.90284541,31,21,129,149,62,180,1,0
3,-70.88746138,-9.89766866,51,45,4,179,110,135,103,0
4,-74.16629102,-9.8966699,62,78,15,65,155,93,93,0
5,-73.05674752,-9.9047519,27,169,73,36,7,124,183,0
6,-70.87935938,-9.86007227,12,156,48,86,58,102,92,0
7,-75.4726215,-9.06827547,42,108,42,123,87,53,183,0
8,-73.48723339,-9.0742209,141,95,95,114,33,123,142,0
9,-74.14961914,-9.81232815,75,117,89,71,39,145,116,0
10,-73.41548289,-9.07753027,156,26,16,106,164,69,76,0
11,-75.70248264,-9.07747102,182,124,163,29,156,123,102,0
12,-75.79184526,-9.17985817,4,87,72,73,126,48,109,0
13,-74.01084965,-9.81821289,92,12,97,23,175,180,136,0
14,-70.83345202,-9.81438765,175,45,43,140,172,142,78,0
15,-74.10168003,-9.84249886,100,140,179,176,161,156,74,0
16,-74.01010139,-9.81978189,45,51,112,48,77,121,163,0
17,-72.65257815,-9.77162891,148,8,97,45,15,163,105,0
18,-73.04284752,-9.07077315,51,160,134,69,121,159,70,0
19,-75.61972596,-9.05394989,76,183,45,173,152,56,160,0
20,-70.69886502,-9.74322128,34,3,78,124,32,171,5,0
21,-74.13173664,-9.7706789,29,13,163,181,186,8,186,0
22,-72.65824227,-9.76893427,16,101,64,22,24,183,169,0
23,-74.17278303,-9.74262253,141,8,182,177,15,115,129,0
24,-72.75150333,-9.681586667,94,38,2,181,81,114,45,0
25,-70.62665452,-9.55131703,69,174,136,91,65,57,76,0
26,-74.46007928,-9.55063091,1,79,133,58,8,39,122,0
27,-73.62446603,-9.55055815,134,150,168,34,145,131,153,0
28,-70.64536477,-9.62779902,10,2,69,179,7,14,60,0
29,-70.67475464,-9.6595674,123,116,119,93,10,9,158,0
30,-73.7645494,-9.48047752,180,44,178,163,41,168,22,0
31,-74.09911327,-9.7230859,154,120,28,84,126,48,136,0
32,-74.17819202,-9.68677177,73,35,65,40,106,50,128,0
33,-72.7781013,-9.65827768,169,5,157,6,65,27,103,0
34,-73.73887615,-9.49834503,185,61,51,170,120,92,91,0
35,-74.12481665,-9.6423164,153,175,69,167,55,177,108,0
36,-74.25780167,-9.665546667,174,7,54,53,164,42,147,0
37,-73.78429013,-9.50215627,137,53,144,144,112,184,144,0
38,-70.56232701,-9.50993353,63,168,62,146,90,44,115,0
39,-73.97965177,-9.6182844,87,73,150,57,117,179,42,0
40,-72.77807314,-9.67811027,137,160,79,17,37,32,87,0
41,-74.23795114,-9.63272228,29,8,36,80,130,126,73,0
42,-74.13190465,-9.63147265,88,114,134,109,152,47,32,0
43,-70.6825994,-9.67148065,13,141,159,72,105,71,15,0
44,-72.76633989,-9.50536915,114,69,72,139,22,7,11,0
45,-73.90278263,-9.54284691,35,13,40,180,118,114,138,0
46,-73.84339163,-9.54015978,85,186,9,88,159,86,134,0
47,-72.75944527,-9.53816265,38,85,157,11,133,45,44,0
48,-75.50478667,-9.326008333,159,155,4,43,146,45,21,0
49,-73.8190699,-9.52639553,170,123,51,130,12,40,181,0
50,-74.40171817,-9.41562999,143,107,26,11,96,92,171,0
51,-72.83187877,-9.45464365,114,30,62,30,151,1,12,0
52,-74.16223592,-9.38040817,67,179,116,135,166,52,39,0
53,-74.53502826,-9.42634202,17,147,175,161,15,120,18,0
54,-72.74688489,-9.41375202,186,182,140,154,32,96,133,0
55,-74.3623909,-9.41937652,68,115,95,1,37,128,152,0
56,-72.98120263,-9.41421806,41,78,77,141,66,60,133,0
57,-74.30579426,-9.35433218,100,163,50,25,108,147,69,0
58,-74.4496622,-9.32414147,158,108,3,7,33,150,112,0
59,-74.1631899,-9.39300977,97,171,158,183,131,137,109,0
60,-75.39844167,-8.956781667,176,55,129,57,63,32,140,0
61,-73.1819289,-8.9782259,12,94,129,21,45,14,24,0
62,-74.42042164,-9.38777353,10,76,185,24,39,55,107,0
63,-74.34085953,-9.38757428,110,66,52,84,8,84,119,0
64,-74.15238439,-9.38590365,175,76,99,161,22,52,87,0
65,-74.37103252,-9.37903102,50,101,80,118,56,66,172,0
66,-74.39858552,-9.36783578,28,171,49,105,38,164,85,0
67,-75.29980527,-9.22831177,124,112,13,3,166,78,169,0
68,-74.38601998,-9.360079978,100,33,182,65,167,17,76,0
69,-74.41437189,-9.3715154,52,164,181,45,117,15,16,0
70,-74.5855954,-9.3411294,122,3,124,128,40,62,180,0
71,-74.41677388,-9.32725491,34,43,118,121,60,15,186,0
72,-74.14074915,-9.3266234,153,153,41,173,131,138,126,0
73,-74.6337371,-8.97897684,137,19,175,171,76,166,31,0
74,-74.44082014,-9.3065569,170,78,73,128,87,142,136,0
75,-74.45438275,-9.24521417,114,81,75,124,73,125,121,0
76,-74.43527003,-9.29416003,142,63,29,122,8,56,27,0
77,-75.48840963,-9.24342794,145,78,119,51,86,69,158,0
78,-75.780683,-9.173941,134,4,75,134,79,175,91,0
79,-75.78679973,-9.15651437,164,184,74,25,126,26,178,0
80,-75.52096677,-9.18978515,175,161,49,87,34,178,150,0
81,-75.47890558,-8.74485157,105,106,4,82,159,8,150,0
82,-74.22221455,-8.48052084,18,184,101,19,150,186,124,0
83,-74.80668918,-8.52126082,165,43,96,33,46,24,10,0
84,-74.77223763,-8.53627444,128,26,183,116,119,142,80,0
85,-74.89394098,-8.48814156,18,33,129,121,80,170,32,0
86,-74.44740076,-9.15638516,92,27,166,21,48,88,162,0
87,-75.76822,-9.156369,130,94,65,18,174,78,137,0
88,-75.51943269,-9.13085457,145,128,99,45,154,48,56,0
89,-74.47243527,-9.13653015,84,74,183,150,154,128,113,0
90,-74.4226609,-9.1305844,172,163,17,175,21,16,47,0
91,-75.77750567,-9.14563886,29,175,5,141,77,117,1,0
92,-75.41816749,-9.04856617,3,72,137,140,151,117,28,0
93,-75.73679691,-9.0900217,46,76,129,16,154,151,11,0
94,-73.46553539,-9.09265102,139,32,66,5,118,145,17,0
95,-73.02584952,-9.09155178,107,30,24,114,26,108,20,0
96,-75.74914603,-9.12721565,11,89,125,74,37,153,120,0
97,-73.43437664,-9.08654365,53,156,29,101,143,62,149,0
98,-73.63900998,-9.080309977,178,146,126,48,73,88,84,0
99,-73.69081965,-9.08343215,58,66,91,177,37,15,145,0
100,-75.74431308,-9.10276164,141,136,151,177,109,48,73,0
101,-75.706406,-9.080510999,169,183,73,87,42,125,169,0
102,-75.6006293,-9.05344355,70,21,35,36,65,56,152,0
103,-74.73239452,-8.1019219,74,127,23,19,70,50,40,0
104,-74.71978065,-8.10102002,103,16,34,31,137,170,84,0
105,-74.42222001,-8.10000002,147,32,130,152,131,137,151,0
106,-75.55262997,-9.0547718,157,155,151,116,45,183,165,0
107,-75.51442895,-9.04921882,100,178,124,2,169,76,12,0
108,-75.80057881,-9.1682832,8,134,35,16,79,174,78,0
109,-73.66853382,-9.04532454,126,94,21,160,33,134,148,0
110,-74.48783115,-9.04471227,39,68,159,4,182,42,36,0
111,-73.77472651,-9.04457377,173,61,59,14,16,23,82,0
112,-73.53729251,-9.04316502,36,126,88,68,126,79,84,0
113,-75.5086237,-9.03687544,128,50,107,56,53,69,123,0
114,-73.5135134,-9.03210765,158,180,32,179,88,5,53,0
115,-73.67500315,-9.03131815,77,126,133,176,171,105,64,0
116,-74.1768039,-8.76136815,150,2,87,124,126,104,85,0
117,-75.07292688,-8.71319018,81,165,166,35,84,84,163,0
118,-75.20736665,-9.0214054,155,82,112,177,76,119,37,0
119,-74.6639394,-9.00908202,17,99,108,137,43,75,13,0
120,-75.48523834,-9.03264974,141,49,141,96,108,58,80,0
121,-74.99275601,-8.3388789,181,126,124,148,45,21,74,0
122,-74.59606144,-8.33555491,141,163,5,79,94,37,134,0
123,-75.46649205,-8.99746627,79,72,166,134,163,150,91,0
124,-75.61572544,-9.01390093,102,105,106,33,29,11,20,0
125,-73.16320164,-8.99842703,83,170,174,100,48,88,148,0
126,-75.75152485,-9.03765402,47,95,103,24,105,106,50,0
127,-74.16379026,-8.75775678,79,149,175,71,36,141,12,0
128,-74.94955128,-8.64196665,119,185,172,149,40,4,131,0
129,-74.27428544,-8.73421764,46,20,121,58,55,7,109,0
130,-74.92620283,-8.67746226,131,100,147,116,103,94,5,0
131,-75.27053603,-8.99373952,39,110,71,54,33,160,78,0
132,-75.39998383,-9.01511534,127,15,66,186,112,79,19,0
133,-75.43144833,-8.976155,71,184,55,75,106,105,134,0
